Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
70029,2007,10/26/2007,Windsor,32 CLOVER ST,80430.0,141200.0,0.569617564,Single Family,Single Family
20963,2002,08/28/2003,Torrington,52 ROBERTS ST,74000.0,157590.0,0.469572942,,
40630,2004,06/29/2005,Enfield,9 MCCONN AVE,80360.0,200000.0,0.4018,,
130680,2013,03/11/2014,Bridgeport,146 HAWTHORNE STREET,138920.0,149000.0,0.932348993,Single Family,Single Family
31034,2003,08/30/2004,Middletown,234 S MAIN ST UT 202,71970.0,154000.0,0.467337662,,
13030,2013,11/01/2013,Newington,95 HICKORY HILL LANE,165580.0,252000.0,0.657063492,Single Family,Single Family
40445,2004,03/09/2005,Hamden,73 HILLCREST AVE,82530.0,169500.0,0.486902655,,
111005,2011,07/30/2012,Meriden,44 WINDY WAY,182770.0,262000.0,0.69759542,Single Family,Single Family
30404,2003,04/27/2004,Groton,141 MONUMENT ST,98490.0,256000.0,0.384726563,,
130144,2013,11/25/2013,Greenwich,316 VALLEY ROAD,646660.0,900000.0,0.718511111,Single Family,Single Family
30553,2003,07/21/2004,Newington,280 BOYLSTON ST,105770.0,177000.0,0.597570621,,
150317,2015,03/02/2016,Bristol,50 JENNINGS RD,96530.0,139100.0,0.693961179,Single Family,Single Family
150363,2015,06/01/2016,Groton,13 GREENWAY RD,126070.0,200000.0,0.63035,Single Family,Single Family
150015,2015,11/09/2015,Washington,35 FINDLAY RD,455100.0,1115000.0,0.408161435,Single Family,Single Family
50842,2005,12/22/2005,Bridgeport,255-445 IRANISTAN AVE,6711181.0,67500.0,99.4249037,,
180167,2018,06/12/2019,East Windsor,17A REGGIE WAY,126320.0,180000.0,0.7017,Condo,Condo
12398,2012,07/01/2013,Glastonbury,1185 NEIPSIC RD,386500.0,535000.0,0.722429907,Single Family,Single Family
50039,2005,11/01/2005,Colchester,80 NELKIN RD,146400.0,384500.0,0.380754226,,
70507,2007,08/21/2008,Torrington,48 GARFIELD ST,79200.0,200000.0,0.396,Two Family,Two Family
1800874,2018,04/18/2019,Stamford,1975 WEST MAIN STREET,697090.0,940000.0,0.7415,,
16169,2016,10/19/2016,Ridgefield,31 ASHBEE LA,306740.0,399000.0,0.76877193,Single Family,Single Family
32683,2003,08/18/2004,Stamford,115 BELLTOWN RD,176190.0,490000.0,0.359571429,,
41384,2004,09/19/2005,Greenwich,1465 E PUTNAM AVE UT 435,131810.0,420000.0,0.313833333,,
10306,2001,06/17/2002,Watertown,30 STEELE BRK RD,100030.0,189500.0,0.527862797,,
60068,2006,03/22/2007,Brooklyn,156 DARBY RD,103930.0,200000.0,0.51965,Single Family,Single Family
1501432,2015,07/15/2016,Stamford,60 LAWN AVENUE # 41,179510.0,267500.0,0.671065421,Condo,Condo
150178,2015,12/04/2015,New Britain,411 HIGH ST,112210.0,180000.0,0.623388889,Two Family,Two Family
40665,2004,03/11/2005,New Britain,268 WASHINGTON ST,65520.0,33363.0,1.963852172,,
20184,2020,12/03/2020,Ridgefield,7 STEBBINS CLOSE,141540.0,277500.0,0.51,Residential,Single Family
800234,2008,08/31/2009,Waterford,79 OSWEGATCHIE RD,190020.0,240000.0,0.79175,Single Family,Single Family
2100704,2021,01/03/2022,Stamford,26 COURT STREET,348840.0,640000.0,0.545,Residential,Three Family
900021,2009,04/13/2010,Roxbury,229 SOUTH STREET,455250.0,640000.0,0.711328125,Single Family,Single Family
160239,2016,06/09/2017,New Canaan,29 MAPLE ST #3,388640.0,436000.0,0.891376147,Condo,Condo
70121,2007,09/26/2008,Old Lyme,9 OLIVIA LA,322700.0,515000.0,0.626601942,Single Family,Single Family
800447,2008,06/30/2009,East Hartford,882 TOLLAND STREET,129390.0,155000.0,0.834774194,Single Family,Single Family
200039,2020,07/26/2021,Chaplin,26 NO BEDLAM RD (2) NO BEDLAM,217100.0,360000.0,0.603,Residential,Single Family
140171,2014,11/14/2014,Norwalk,71 AIKEN ST A/11,122560.0,192500.0,0.636675325,Condo,Condo
30554,2003,07/13/2004,Farmington,5 LOCUST LN,117040.0,225000.0,0.520177778,,
211488,2021,08/16/2022,Norwalk,7 NAROMAKE AVE,250740.0,535000.0,0.4686,Residential,Single Family
18154,2018,04/17/2019,Monroe,54 WILD HORSE CT,480600.0,455000.0,1.0562,Single Family,Single Family
40068,2004,11/12/2004,Cheshire,497 WOODPOND RD,227890.0,369500.0,0.616752368,,
10019,2010,10/18/2010,Groton,100 ESSEX ST A-37,30450.0,56000.0,0.54375,Condo,Condo
20098,2002,12/03/2002,Wethersfield,108 BEVERLY RD,88600.0,176000.0,0.503409091,,
10872,2001,01/31/2002,Bridgeport,239 CHERRY HL DR 1A,38500.0,76000.0,0.506578947,,
130757,2013,04/22/2014,Waterbury,48 NEWPORT DR,95470.0,148000.0,0.645067568,Single Family,Single Family
10160,2001,06/18/2002,Thompson,181 HILL RD,21000.0,40000.0,0.525,,
170324,2017,04/16/2018,Enfield,80 SOUTH RD,105540.0,122500.0,0.8615,Single Family,Single Family
80485,2008,06/11/2009,Danbury,32C BENEDICT AV,194300.0,287973.0,0.674716032,Condo,Condo
10834,2001,08/01/2002,Middletown,58 SILVER ST,54870.0,105000.0,0.522571429,,
201205,2020,09/23/2021,New Britain,18 STEELE ST,124670.0,326000.0,0.382423313,Residential,Single Family
210385,2021,02/28/2022,Norwich,120 TAFTVILLE-OCCUM RD,81000.0,194900.0,0.4155,Residential,Single Family
90011,2009,11/13/2009,Beacon Falls,1 LAKEVIEW RISE,311540.0,420000.0,0.741761905,Condo,Condo
20161,2002,03/03/2003,Plainville,5 FARMSTEAD,103790.0,194000.0,0.535,,
160148,2016,11/18/2016,Hamden,52 SHEPARD U52,63210.0,89000.0,0.710224719,Condo,Condo
40076,2004,11/19/2004,Simsbury,12 NUTMEG CT,115360.0,230000.0,0.501565217,,
30620,2003,02/17/2004,Hartford,11-13 HAROLD ST,5950.0,27000.0,0.22037037,,
40917,2004,08/17/2005,Torrington,182 WHITE PNE RD,29000.0,267750.0,0.108309991,,
130032,2013,11/27/2013,Plymouth,CURTISS RD,3220.0,180000.0,0.017888889,,
13190,2013,03/31/2014,Newington,152 COTTONWOOD ROAD,114790.0,122000.0,0.940901639,Condo,Condo
70479,2007,03/18/2008,Norwalk,112 WAHINGTON ST #F101,197330.0,1250000.0,0.157864,,
150001,2015,10/01/2015,Stonington,13 PEQUOT CT,406200.0,621000.0,0.65410628,Single Family,Single Family
20901,2020,06/21/2021,Hartford,421 WETHERSFIELD AVE #000A,19404.0,62900.0,0.308489666,Residential,Condo
161014,2016,10/11/2016,East Hampton,3 TOWN LINE DR,49480.0,75000.0,0.659733333,,
130860,2013,08/04/2014,Greenwich,19 PARK AVE,823200.0,1330000.0,0.618947368,Single Family,Single Family
16149,2016,07/20/2017,Burlington,6 HINMAN MEADOW ROAD,312270.0,480000.0,0.6505625,Single Family,Single Family
10308,2001,02/15/2002,East Haven,25 PHILLIP ST,70610.0,195900.0,0.360438999,,
39976,2003,03/17/2004,Waterbury,96 ALDEN ST,64190.0,53000.0,1.211132075,,
14295,2014,02/20/2015,Hartford,402-406 FRANKLIN AV,113165.0,208000.0,0.5440625,,
130076,2013,11/25/2013,Farmington,9 CARRINGTON LA,118150.0,195000.0,0.605897436,Single Family,Single Family
30244,2003,12/16/2003,Middletown,625 LAUREL GRV RD,175950.0,271900.0,0.647112909,,
12005,2012,10/31/2012,Burlington,10 YORKSHIRE WAY,315140.0,403000.0,0.781985112,Single Family,Single Family
150949,2015,04/01/2016,Norwalk,253 WEST ROCKS RD,280260.0,522500.0,0.536382775,Single Family,Single Family
150107,2015,07/15/2016,Litchfield,305 MILTON RD,535310.0,574000.0,0.932595819,Single Family,Single Family
160590,2016,03/22/2017,Waterbury,406 WATERTOWN AVE,337350.0,110000.0,3.066818182,,
10310,2001,05/31/2002,Cromwell,9 RIVERCOVE DR,147500.0,265000.0,0.556603774,,
20220,2002,12/09/2002,Greenwich,53 STERLING RD,2574000.0,850000.0,3.028235294,,
40052,2004,11/01/2004,Vernon,64 RAINBOW TRL,133670.0,285400.0,0.468360196,,
200197,2020,01/19/2021,Farmington,55 FARMINGTON CHASE CRESCENT,125980.0,179900.0,0.7002,Residential,Condo
60215,2006,05/31/2007,East Hampton,367 MOODUS RD,289760.0,252579.0,1.147205429,Single Family,Single Family
15299,2015,06/06/2016,Ridgefield,54 WOODCHUCK LA,537300.0,930000.0,0.577741935,Single Family,Single Family
1200163,2012,08/15/2013,Weston,8 LEDGEWOOD DRIVE,472000.0,555000.0,0.85045045,Single Family,Single Family
200481,2020,05/25/2021,Groton,75 DOGWOOD LN,130340.0,275000.0,0.473963636,Residential,Single Family
21275,2021,07/19/2022,Wilton,43 SUNSET PASS,271180.0,550000.0,0.493,Residential,Single Family
120285,2012,06/29/2013,Avon,127 NORTHINGTON DRIVE,652070.0,870000.0,0.749505747,Single Family,Single Family
130184,2013,03/21/2014,Enfield,50 LAKE DR,149350.0,192500.0,0.775844156,Single Family,Single Family
10413,2010,05/04/2011,New Haven,259 ALDEN AVENUE,200900.0,227000.0,0.885022026,Two Family,Two Family
20019,2002,11/05/2002,Lebanon,72 BUSH HL RD,105490.0,190000.0,0.555210526,,
30431,2003,08/08/2004,Waterford,2 TRUMBULL RD,76400.0,135100.0,0.565507032,,
20192,2002,12/02/2002,Plainville,23 BROAD ST,109200.0,150000.0,0.728,,
21844,2002,05/05/2003,Bridgeport,55 PARK ST,78470.0,195000.0,0.402410256,,
210737,2021,02/08/2022,Middletown,6 HEATHER SQ,87160.0,105000.0,0.830095238,Residential,Single Family
10742,2001,02/20/2002,Danbury,1 WOODCREST LN,87500.0,297970.0,0.293653724,,
120036,2012,06/11/2013,Sharon,BUTTER ROAD,124900.0,100000.0,1.249,,
110045,2011,11/23/2011,Berlin,11 RESERVOIR RD,166800.0,170000.0,0.981176471,Single Family,Single Family
170180,2017,04/30/2018,Plainville,4 ORCHARD LANE,241500.0,345000.0,0.7,Single Family,Single Family
11437,2001,06/25/2002,Danbury,12 PARK PL,109700.0,200800.0,0.546314741,,
120090,2012,04/17/2013,Coventry,343 BUNKER HILL RD,99600.0,130000.0,0.766153846,Single Family,Single Family
100446,2010,03/02/2011,Stamford,69 CROSS COUNTRY TRAIL,1099320.0,1220000.0,0.901081967,Single Family,Single Family
120644,2012,05/16/2013,Norwalk,11 AVON ST,256340.0,351000.0,0.73031339,Single Family,Single Family
15206,2015,07/22/2016,Mansfield,23 SILVER FALLS LA,181700.0,255000.0,0.71254902,Single Family,Single Family
200094,2020,11/13/2020,Windsor,146 CAPEN ST,104090.0,172000.0,0.6051,Residential,Single Family
191010,2019,10/07/2019,Killingly,510 STEARNS ST,73710.0,120000.0,0.6143,Single Family,Single Family
13266,2013,07/11/2014,Newtown,19 GREAT HILL ROAD,336060.0,596000.0,0.56385906,Single Family,Single Family
50556,2005,08/14/2006,South Windsor,949 PLEASANT VLY RD 8 3,69900.0,94500.0,0.73968254,,
12849,2012,08/16/2013,Fairfield,9 MERTON STREET,417690.0,350000.0,1.1934,Single Family,Single Family
200122,2020,10/26/2020,Danbury,8 SENECA RD,216800.0,399000.0,0.5433,Residential,Single Family
10021,2001,11/08/2001,Thompson,4 HILLSIDE AVE,58800.0,106000.0,0.554716981,,
200449,2020,06/29/2021,Simsbury,4 CARSON WAY,288890.0,515000.0,0.5609,Residential,Condo
140312,2014,07/21/2015,New Milford,29 GREEN VIEW RD,175350.0,305000.0,0.574918033,Single Family,Single Family
40908,2004,07/07/2005,Marlborough,8 WALKER LN,74190.0,188000.0,0.39462766,,
100001,2010,11/24/2010,Union,47 RINDGE RD,248620.0,425000.0,0.584988235,Single Family,Single Family
70051,2007,12/03/2007,Stafford,167 DIAMOND LEDGE RD,187320.0,280000.0,0.669,Single Family,Single Family
160932,2016,08/21/2017,West Haven,1169 CAMPBELL AVE,151410.0,185100.0,0.817990276,Three Family,Three Family
120088,2012,05/02/2013,Stafford,14 KUHRT RD,90330.0,82000.0,1.101585366,Single Family,Single Family
110327,2011,06/25/2012,Middletown,580 KELSEY ST,194330.0,295000.0,0.658745763,Single Family,Single Family
150035,2015,02/05/2016,Beacon Falls,53-55-59 RAILROAD AVE,213950.0,331332.0,0.645726945,Two Family,Two Family
60167,2006,01/12/2007,Branford,11 BEECHWOOD RD,232900.0,345000.0,0.675072464,Single Family,Single Family
2000882,2020,01/26/2021,Stamford,148 TOMS ROAD,260510.0,432000.0,0.603,Residential,Single Family
130243,2013,04/30/2014,Farmington,32 WILDWOOD RD,276360.0,420000.0,0.658,Single Family,Single Family
130525,2013,09/26/2014,Enfield,31 MATHEWSON AVE,104840.0,165000.0,0.635393939,Single Family,Single Family
17039,2017,10/16/2017,East Hartford,122 CORNELL CIR.,131080.0,200250.0,0.654581773,Single Family,Single Family
130239,2013,12/18/2013,Danbury,26 TIFFANY DR,322400.0,445000.0,0.724494382,Single Family,Single Family
20275,2002,07/01/2003,Stafford,22 MINOR RD,58100.0,123400.0,0.47082658,,
150563,2015,07/25/2016,Torrington,53 HIGHLAND AVE,73170.0,95750.0,0.764177546,Two Family,Two Family
170426,2017,06/29/2018,Trumbull,11 SQUIRE COURT,848750.0,1330000.0,0.6381,Single Family,Single Family
170624,2017,09/07/2018,Branford,88 MEADOW WOOD RD,224000.0,428500.0,0.5227,Single Family,Single Family
19222,2019,09/17/2020,East Haddam,26 LONGWOOD DR,94350.0,154000.0,0.6127,Single Family,Single Family
130227,2013,05/15/2014,Vernon,35 COLD SPRING DR,130390.0,205000.0,0.63604878,Single Family,Single Family
20227,2002,03/31/2003,New London,15 BLACKHALL ST,73010.0,102900.0,0.70952381,,
20871,2002,01/17/2003,Bridgeport,196 INDIAN FLD RD,84981.0,200000.0,0.424905,,
110514,2011,06/15/2012,Greenwich,"2 VERONA DR, RIV,CT 06878",862540.0,1200000.0,0.718783333,Single Family,Single Family
20092,2002,10/29/2002,Fairfield,316 COMMERCE DR,93940.0,212000.0,0.443113208,,
200400,2020,05/03/2021,South Windsor,242 DART HILL RD,138200.0,254900.0,0.5421,Residential,Single Family
60201,2006,12/18/2006,Greenwich,303 W LYON FARM DR,1149540.0,1750000.0,0.65688,Condo,Condo
42297,2004,09/16/2005,New Haven,142 PORTSEA ST,47810.0,336000.0,0.142291667,,
80393,2008,02/27/2009,Stamford,477 COVE ROAD,320590.0,300000.0,1.068633333,Single Family,Single Family
180110,2018,05/22/2019,Old Lyme,53 WASHINGTON AVE,197800.0,245000.0,0.8073,Single Family,Single Family
40092,2004,05/18/2005,Preston,113 & 115 LEWIS RD,80600.0,157065.0,0.51316334,,
210276,2021,12/10/2021,New Britain,147 LAWLOR ST,208110.0,440000.0,0.4729,Apartments,
140562,2014,10/16/2014,Shelton,18 BRAE-LOCH WAY,425530.0,725000.0,0.586937931,Single Family,Single Family
190878,2019,07/17/2020,Fairfield,68 LUDLOWE ROAD,362250.0,547500.0,0.6616,Single Family,Single Family
150003,2015,10/02/2015,Cheshire,291 TIMBER LANE,174600.0,272000.0,0.641911765,Single Family,Single Family
30304,2003,04/08/2004,Killingly,104 TILLINGHAST RD,65030.0,140000.0,0.4645,,
170819,2017,07/30/2018,Meriden,75 LINSLEY AVE,106610.0,185000.0,0.5762,Three Family,Three Family
210002,2021,10/01/2021,New Britain,2 LINCOLN CT,97370.0,245000.0,0.3974,Residential,Two Family
200298,2020,06/30/2021,Wolcott,7 BEACH RD,169270.0,291800.0,0.580089102,Residential,Two Family
90850,2009,04/21/2010,Bridgeport,1104 HUNTINGTON TPKE,140820.0,197000.0,0.714822335,Single Family,Single Family
170123,2017,11/08/2017,Griswold,9 POTTS ROAD,157850.0,241900.0,0.652542373,Two Family,Two Family
20073,2002,10/28/2002,Hamden,104 RUSSO DR,108220.0,222000.0,0.487477477,,
180058,2018,01/29/2019,Brooklyn,135 TRIPP HOLLOW RD,135170.0,259900.0,0.52,Single Family,Single Family
170474,2017,06/06/2018,Wallingford,231 NORTHFORD RD,2900.0,150000.0,0.0193,,
130127,2013,11/22/2013,Fairfield,981 OLD POST ROAD,1209600.0,1950000.0,0.620307692,Single Family,Single Family
30071,2003,11/17/2003,Windham,121 ROANOAK AVE,58800.0,116500.0,0.50472103,,
130492,2013,07/11/2014,Manchester,152 GREEN MANOR ROAD,114300.0,158200.0,0.722503161,Single Family,Single Family
20150,2002,01/30/2003,Wethersfield,90 OX YOKE DR,154900.0,287000.0,0.539721254,,
90408,2009,09/03/2010,New Milford,70 OLD FARMS LN,127400.0,160000.0,0.79625,Condo,Condo
30346,2003,02/03/2004,Wallingford,241 LONG HL RD,107500.0,223900.0,0.480125056,,
900205,2009,07/06/2010,Plainville,54 ATWOOD ST,116900.0,70000.0,1.67,Single Family,Single Family
10226,2001,07/16/2002,Oxford,190 GOVERNORS HILL RD,47970.0,107000.0,0.448317757,,
160095,2016,08/25/2017,Preston,8 MELLO DR,106900.0,172000.0,0.621511628,Single Family,Single Family
100375,2010,05/19/2011,New Britain,34 SILVER ST,132860.0,6500.0,20.44,,
100200,2010,05/23/2011,Naugatuck,29 JOHNSON ST,149700.0,60000.0,2.495,Two Family,Two Family
11121,2011,03/16/2012,Southbury,183 B HERITAGE VLG,130770.0,100000.0,1.3077,Condo,Condo
90462,2009,08/26/2010,Shelton,19 TURNING LEAF LA,151550.0,591737.0,0.2561104,Single Family,Single Family
200233,2020,08/11/2021,Litchfield,89 LITCHFIELD PONDS DR,165440.0,350000.0,0.4726,Residential,Condo
20232,2020,03/16/2021,Bethel,5 OVEN ROCK ROAD,161910.0,330000.0,0.4906,Residential,Single Family
42150,2004,09/28/2005,Southington,985 SAVAGE ST,51100.0,135000.0,0.378518519,,
60662,2006,03/06/2007,Norwalk,18 LEXINGTON AVE,207410.0,448000.0,0.46296875,Two Family,Two Family
190715,2019,06/04/2020,Griswold,891 HOPEVILLE RD,179480.0,287000.0,0.6254,Single Family,Single Family
210006,2021,10/01/2021,Middletown,751 BEAR HILL RD,173010.0,320000.0,0.5406,Residential,Single Family
10367,2001,08/13/2002,East Hampton,17 MICHAEL DR,52470.0,371400.0,0.141276252,,
131115,2013,06/18/2014,Stamford,171 BUTTERNUT LANE,462290.0,790000.0,0.585177215,Single Family,Single Family
18049,2018,10/26/2018,East Hartford,120 CIPOLLA DR.,115120.0,161000.0,0.715,Single Family,Single Family
90320,2009,08/05/2010,Windsor,20 WARHAM ST,134750.0,225500.0,0.597560976,Single Family,Single Family
40142,2004,03/03/2005,Madison,147 DURHAM RD 12A,90100.0,150000.0,0.600666667,,
170069,2017,12/27/2017,Clinton,56 MAPLEWOOD DR,549100.0,730000.0,0.752191781,Single Family,Single Family
90149,2009,05/27/2010,Brookfield,4 SANDCUT RD #9,143960.0,237000.0,0.60742616,,
110026,2011,10/19/2011,West Haven,102 HILLTOP LA,140840.0,233500.0,0.603169165,Single Family,Single Family
70280,2007,08/20/2008,Plainville,22 BIRCH TREE RD,140280.0,215000.0,0.652465116,Single Family,Single Family
210659,2021,12/27/2021,Waterbury,88 WILSON ST,57630.0,85000.0,0.678,Residential,Single Family
60322,2006,02/05/2007,Fairfield,240 SUNNYRIDGE AVE 124,178990.0,268500.0,0.666629423,Condo,Condo
2001647,2020,05/25/2021,Stamford,1277 LONG RIDGE ROAD,432860.0,1300000.0,0.3329,Residential,Single Family
40790,2004,07/20/2005,Westport,32 COLONY RD,470500.0,2339000.0,0.201154339,,
40027,2004,10/12/2004,Manchester,35 MARSHALL RD,75600.0,175000.0,0.432,,
40398,2004,07/11/2005,Waterford,15 WILLIAM ST,91120.0,175000.0,0.520685714,,
60224,2006,04/13/2007,Ridgefield,120 42 PROSPECT ST,269280.0,520000.0,0.517846154,Single Family,Single Family
130275,2013,09/12/2014,Plainville,97 DALLAS AVE B-4,94780.0,154000.0,0.615454545,Condo,Condo
30041,2003,11/19/2003,Mansfield,19B EASTBROOK HTS,52150.0,113000.0,0.461504425,,
60558,2006,03/26/2007,New Britain,69 LURTON ST,75460.0,142862.0,0.528202041,Single Family,Single Family
20320,2002,06/03/2003,Cheshire,217 WINTERGREEN LN,67930.0,230000.0,0.295347826,,
50488,2005,01/31/2006,Bristol,124 KENNEY ST,72880.0,169655.0,0.429577672,,
42882,2004,07/18/2005,Bridgeport,29 MINTURN RD,159670.0,276000.0,0.578514493,,
1500020,2015,11/30/2015,Killingworth,62 RUNNING BROOK DRIVE,317840.0,390000.0,0.814974359,Single Family,Single Family
800781,2008,08/28/2009,West Haven,76 HONEY POT RD,194180.0,205000.0,0.947219512,Single Family,Single Family
20160589,2020,01/07/2021,Redding,73 PICKETTS RIDGE RD,222100.0,162500.0,1.3667,Residential,Single Family
30156,2003,03/19/2004,Coventry,MULTI ADDRESSES,87010.0,159900.0,0.544152595,,
150279,2015,07/12/2016,Stonington,179 MECHANIC ST,321400.0,350000.0,0.918285714,,
200040,2020,10/26/2020,Vernon,1 REED ST,106350.0,183000.0,0.5811,Residential,Single Family
12144,2012,07/15/2013,Mansfield,76 CHARLES LANE,246890.0,380000.0,0.649710526,Single Family,Single Family
180278,2018,07/03/2019,Bethel,2G MIDWAY DRIVE,105420.0,160000.0,0.6588,Condo,Condo
120776,2012,08/05/2013,New Haven,22 ELLSWORTH AVENUE,137970.0,268000.0,0.514813433,Three Family,Three Family
210503,2021,09/13/2022,New London,39 SHAW ST,118790.0,300000.0,0.3959,Residential,Three Family
40319,2004,04/25/2005,Farmington,41 GREAT MDW LN,88450.0,172000.0,0.514244186,,
40578,2004,09/29/2005,Wethersfield,113 PARKVIEW DR,129800.0,220000.0,0.59,,
10171,2010,02/01/2011,Glastonbury,124 HUBBARD ST,366600.0,465000.0,0.788387097,Single Family,Single Family
170797,2017,07/23/2018,Meriden,254 BUNKER AVE,48150.0,65870.0,0.7309,Single Family,Single Family
150508,2015,08/15/2016,Groton,8 FORT RACHEL PL,230510.0,459000.0,0.502200436,Single Family,Single Family
10074,2010,02/28/2011,Montville,145 KITEMAUG RD,196770.0,230000.0,0.855521739,Single Family,Single Family
40894,2004,07/28/2005,Middletown,42 GRAND ST,80300.0,225000.0,0.356888889,,
130213,2013,12/31/2013,New Haven,229 BISHOP AVENUE,371140.0,466500.0,0.795584137,Two Family,Two Family
70068,2007,05/06/2008,Essex,10 DOGWOOD DR,183000.0,389000.0,0.470437018,Single Family,Single Family
90029,2009,10/19/2009,Southington,63 PAUL TER,146230.0,230000.0,0.635782609,Single Family,Single Family
20331,2002,01/13/2003,Greenwich,54 BUTTERNUT HOLW RD,1455510.0,872500.0,1.668206304,,
50100,2005,11/03/2005,Norwich,71 DIVISION ST,78000.0,280000.0,0.278571429,,
30309,2003,06/01/2004,Waterford,2 WATERVIEW DR,255810.0,442500.0,0.578101695,,
41261,2004,07/15/2005,New Britain,24 MCKINLEY DR,74480.0,171100.0,0.435300994,,
120011,2012,02/04/2013,Pomfret,129 ORCHARD HILL RD,119500.0,72000.0,1.659722222,Single Family,Single Family
160236,2016,12/05/2016,Norwalk,230 NEW CANAAN AVE,377950.0,568000.0,0.66540493,Condo,Condo
1200128,2012,02/14/2013,East Haven,439 SHORT BEACH RD,107540.0,135000.0,0.796592593,Single Family,Single Family
150484,2015,04/28/2016,Meriden,126 CARRIAGE DR E,166600.0,253000.0,0.658498024,Two Family,Two Family
150004,2015,10/05/2015,New Fairfield,2 ALMARGO AVENUE,168400.0,310000.0,0.543225806,Single Family,Single Family
100243,2010,03/10/2011,Bristol,445 WOLCOTT ST,149030.0,123735.0,1.20442882,Single Family,Single Family
