Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Sale Year,Sale Month,Sale Amount_Log,Sale Amount_Scaled,Is_Undervalued,Property Type_Commercial,Property Type_Condo,Property Type_Four Family,Property Type_Industrial,Property Type_Residential,Property Type_Single Family,Property Type_Three Family,Property Type_Two Family,Property Type_Unspecified,Property Type_Vacant Land,Residential Type_Four Family,Residential Type_Non-Residential,Residential Type_Single Family,Residential Type_Three Family,Residential Type_Two Family
120019,2012,2013-02-14,Bolton,11 ELIZABETH RD,261130.0,350000.0,0.746085714,2013,2,12.765691290604371,0.4536052422613796,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150250,2015,2016-06-06,New London,62 MONTAUK AVE,87850.0,74000.0,1.187162162,2016,6,11.211833885608513,-1.240498861765377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
160136,2016,2016-11-10,Danbury,11 RICHTER DR,272900.0,447000.0,0.610514541,2016,11,13.010316110729669,0.7203091948819086,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31012,2003,2004-08-31,East Hartford,91 ARBUTUS ST,67750.0,142500.0,0.475438596,2004,8,11.867104296210078,-0.5260856290721438,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31377,2003,2004-08-10,Bristol,78 JEROME AVE,79050.0,168400.0,0.469418052,2004,8,12.034103319015012,-0.34401375491387765,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2001790,2020,2021-06-10,Stamford,33 FRISBIE STREET,277460.0,453000.0,0.6124,2021,6,13.023649611968253,0.7348461395826944,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40107,2004,2005-01-31,Ellington,26 HIGHLAND AVE,178670.0,395000.0,0.452329114,2005,1,12.886643575525623,0.585474332447974,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200290,2020,2021-02-18,Groton,115 ELDERKIN AVE,108710.0,280000.0,0.38825,2021,2,12.54254845357358,0.21032217472723622,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70138,2007,2007-12-07,West Haven,11 WHITNEY LN,143780.0,255000.0,0.563843137,2007,12,12.449022745701502,0.10835510552984189,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90609,2009,2010-09-30,Middletown,89 BYSTREK DR,264280.0,386000.0,0.684663212,2010,9,12.863595239117187,0.5603457195038374,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11172,2011,2012-05-14,Wethersfield,128 HIGHLAND ST,74400.0,180000.0,0.413333333,2012,5,12.100717685412471,-0.27138696745046886,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180060,2018,2018-11-05,Stonington,362 FARMHOLME RD,338300.0,106248.0,3.184,2018,11,11.573540674977666,-0.8461454581940516,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50674,2005,2006-05-01,Stratford,BREAKERS LN BS2,26600.0,40000.0,0.665,2006,5,10.596659732783579,-1.9111968638093177,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110290,2011,2012-03-27,Hamden,69 BRADLEY AVE,117740.0,183000.0,0.643387978,2012,3,12.117246896289501,-0.2533658775531146,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11015,2011,2011-10-11,Southbury,417 LAURELWOOD LANE,440590.0,545000.0,0.808422018,2011,10,13.208542908506082,0.9364273731403567,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130114,2013,2014-06-03,Tolland,16FFARMBROOK DRIVE,243300.0,354000.0,0.687288136,2014,6,12.777055016970678,0.46599462587682716,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
160213,2016,2017-06-16,Berlin,100 RONAL DRIVE,127400.0,240000.0,0.530833333,2017,6,12.388398368982115,0.042258946980047875,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
800587,2008,2009-06-02,West Haven,66 TERRACE AVE,111930.0,65000.0,1.722,2009,6,11.082157933374816,-1.3818789923786292,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20076,2020,2020-11-09,Darien,15 CASEMENT ST,908040.0,1449000.0,0.6266,2020,11,14.186384911433706,2.00252658206606,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
181131,2018,2019-08-19,Stratford,10 SHORELINE DR,139230.0,340000.0,0.4095,2019,8,12.73670383776449,0.4220014653231367,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130348,2013,2014-04-16,Hamden,33 BEECHWOOD AVE,117040.0,90000.0,1.300444444,2014,4,11.407576060361786,-1.0270895614560442,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
173260,2017,2018-09-11,Shelton,3 POPLAR DRIVE,213080.0,240000.0,0.8878,2018,9,12.388398368982115,0.042258946980047875,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200187,2020,2021-01-15,New Canaan,40 PARK PL,616630.0,900000.0,0.6851,2021,1,13.710151153416941,1.4833093351434334,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50235,2005,2006-04-10,East Lyme,97 W MAIN ST 68,103390.0,283000.0,0.365335689,2006,4,12.553205710188037,0.2219413246634972,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
181894,2018,2019-07-02,Waterbury,278 LAKESIDE BLVD EAST,83350.0,120000.0,0.6945,2019,7,11.695255355062795,-0.713445161249449,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
210057,2021,2021-12-06,Weston,9 TREADWELL LANE,386830.0,570000.0,0.6786,2021,12,13.25339339419516,0.9853259346358763,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50208,2005,2006-07-11,East Windsor,WELLS RD,131850.0,90000.0,1.465,2006,7,11.407576060361786,-1.0270895614560442,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31490,2003,2004-07-30,Hartford,16 LINCOLN ST,45780.0,132000.0,0.346818182,2004,7,11.790564777297387,-0.6095333847628077,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210383,2021,2021-11-18,Waterbury,71 BRONX AVE,53270.0,135000.0,0.3945,2021,11,11.813037464800539,-0.5850323771380432,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51361,2005,2006-06-30,Hartford,37 AIDEN ST UT 37D,316540.0,305900.0,1.034782609,2006,6,12.631016799175821,0.3067754186860106,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210119,2021,2021-11-12,Wallingford,4 APPLE ST,140900.0,255000.0,0.5525,2021,11,12.449022745701502,0.10835510552984189,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60103,2006,2007-01-04,Avon,11 FAR HLS DR,178590.0,700000.0,0.255128571,2007,1,13.458837042595949,1.209312335693659,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40033,2004,2004-10-04,Norwalk,8 TAYLOR AVE,140280.0,227000.0,0.617973568,2004,10,12.33270970174018,-0.018456019154565483,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60193,2006,2006-10-30,Waterbury,WOLCOTT ST,89740.0,180000.0,0.498555556,2006,10,12.100717685412471,-0.27138696745046886,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60078,2006,2007-06-04,Woodbridge,9 TALLWOOD RD,863660.0,825000.0,1.046860606,2007,6,13.623139877437294,1.3884446717194965,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60031,2006,2007-08-13,Hartland,105 WESTWOODS RD,182550.0,280400.0,0.651034237,2007,8,12.543976000470021,0.21187856789959247,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50127,2005,2006-08-01,Woodbridge,25 MANILA AVE,162960.0,325000.0,0.501415385,2006,8,12.691583538230217,0.37280873736099124,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
70023,2007,2007-10-31,Windsor Locks,6 FERNWOOD DR,127100.0,195000.0,0.651794872,2007,10,12.180759965737863,-0.1841203011792044,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
800007,2008,2009-03-19,Roxbury,29 APPLE RIDGE,379560.0,299900.0,1.265621874,2009,3,12.611207699176356,0.28517840631005215,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180084,2018,2019-04-09,Middlebury,268 OLD WATERTOWN RD,268900.0,361000.0,0.7448,2019,4,12.796636007394284,0.48734294016286517,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40375,2004,2005-08-19,Wilton,107 WILTON CREST,123900.0,230000.0,0.538695652,2005,8,12.345838935721968,-0.0041417782855111525,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200139,2020,2021-02-24,Coventry,BREAD + MILK ST,7000.0,130000.0,0.0538,2021,2,11.775297421715825,-0.6261787279359988,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60051,2006,2006-11-17,Rocky Hill,132 WESTMEADOW RD,152800.0,285000.0,0.536140351,2006,11,12.560247968016562,0.22961919642351916,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17634,2017,2018-06-27,Hartford,63 CLEVELAND AV,41475.0,90000.0,0.4608,2018,6,11.407576060361786,-1.0270895614560442,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61631,2006,2007-06-21,Waterbury,41 DARLING ST,63700.0,153000.0,0.416339869,2007,6,11.938199736300925,-0.4485733190955322,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20489,2002,2003-03-14,Greenwich,1465 E PUTNAM AVE UT 413,129290.0,255000.0,0.507019608,2003,3,12.449022745701502,0.10835510552984189,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
130052,2013,2014-09-09,Sterling,MARGARET HENRY RD,47030.0,146500.0,0.321023891,2014,9,11.89478753335453,-0.49590378258585965,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180170,2018,2019-07-16,Prospect,158 COOK RD,134050.0,165000.0,0.8124,2019,7,12.013706813470412,-0.3662511903695482,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150838,2015,2016-08-18,New Britain,307 FARMINGTON AVE,152810.0,100000.0,1.5281,2016,8,11.51293546492023,-0.9122207201541292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210447,2021,2022-03-10,Torrington,7 PULASKI ST,79920.0,178000.0,0.4489,2022,3,12.08954444723597,-0.28356866996012153,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30149,2003,2003-12-10,Trumbull,59 REGENCY CIR UT 36,243670.0,483710.0,0.503752248,2003,12,13.08924289992111,0.8063596889986663,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
130136,2013,2013-12-03,Southington,564 SOUTH FARMS CT,148640.0,237500.0,0.625852632,2013,12,12.377927112974284,0.03084258553005477,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130117,2013,2014-05-30,East Windsor,257-02 SOUTH MAIN ST,6510.0,5300.0,1.228301887,2014,5,8.575650760987806,-4.114616291091476,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70237,2007,2008-02-25,Groton,562 LONG HILL RD,105070.0,150000.0,0.700466667,2008,2,11.918397239722838,-0.47016313204429705,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50452,2005,2005-12-09,Stamford,60 LAWN AVE 33,102900.0,350000.0,0.294,2005,12,12.765691290604371,0.4536052422613796,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50285,2005,2006-08-15,Canton,72-74 TORRINGTON AVE,145740.0,72773.0,2.002665824,2006,8,11.195114027536935,-1.2587278061245804,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20291,2002,2003-06-18,Brookfield,16 BEVERLY DR,166270.0,330000.0,0.503848485,2003,6,12.706850963741102,0.38945415677512457,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2000457,2020,2021-06-22,Wethersfield,620 NOTT ST,133690.0,205000.0,0.6521,2021,6,12.230770136157428,-0.12959635665349134,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
201400,2020,2021-08-24,Danbury,19 JAMES ST,216500.0,470000.0,0.4606,2021,8,13.060490101343552,0.7750117455413794,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10556,2001,2002-09-30,Waterford,803 VAUXHALL ST EXT,168520.0,420000.0,0.401238095,2002,9,12.948012371209098,0.6523820990759104,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30047,2003,2004-01-07,Somers,304 MOUNTAIN RD,5250.0,85000.0,0.061764706,2004,1,11.350418300109132,-1.0894062167100418,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21860,2002,2003-05-06,Bridgeport,113-117 ASH ST,72310.0,162750.0,0.444301075,2003,5,11.99997670444518,-0.3812205395347907,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40445,2004,2005-01-28,West Hartford,68 CUMBERLAND RD,129800.0,275000.0,0.472,2005,1,12.524530013005732,0.1906774415515844,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160221,2016,2016-12-12,Hamden,311 FOREST ST,175490.0,278500.0,0.630125673,2016,12,12.537176929007302,0.20446583180712286,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10188,2001,2001-11-27,West Haven,27 WINDSOCK RD,76790.0,150000.0,0.511933333,2001,11,11.918397239722838,-0.47016313204429705,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2121334,2021,2022-09-13,Ansonia,98 HIGH ST,125700.0,359900.0,0.3492,2022,9,12.793584272612858,0.48401576457970485,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17075,2017,2017-12-06,North Haven,40 MEADOW BROOK RD,237230.0,369000.0,0.642899729,2017,12,12.818554633046093,0.5112398779075835,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200529,2020,2021-04-05,Middletown,38 EAGLE HOLLOW DR,214640.0,330000.0,0.6504,2021,4,12.706850963741102,0.38945415677512457,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100052,2010,2010-12-21,Guilford,109 BRIARWOOD DR,292980.0,279000.0,1.050107527,2010,12,12.53897064502647,0.20642144347378033,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40775,2004,2005-08-22,Glastonbury,202 PAXTON WAY,105700.0,756431.0,0.139735151,2005,8,13.536367920529962,1.2938409276188356,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60371,2006,2007-06-04,Farmington,5 HAROLD RD,111970.0,380000.0,0.294657895,2007,6,12.847929163278053,0.543265668729718,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140528,2014,2015-05-22,Fairfield,174 ARBOR DRIVE,351050.0,530000.0,0.662358491,2015,5,13.180634172318976,0.9059996747165736,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60068,2006,2007-02-01,Canton,105 BAHRE COR RD,266520.0,450000.0,0.592266667,2007,2,13.017005083966255,0.7276018955991003,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40503,2004,2005-01-24,New Britain,410 FARMINGTON AVE 6 0,63490.0,136000.0,0.466838235,2005,1,11.820417517632333,-0.5769862219695714,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20327,2002,2003-06-09,Cheshire,139 CONTOUR DR,101790.0,185000.0,0.550216216,2003,6,12.128116509451258,-0.2415152043785285,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21088,2002,2003-08-15,Hamden,130 WELTON ST,181440.0,340000.0,0.533647059,2003,8,12.73670383776449,0.4220014653231367,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
131219,2013,2014-08-12,Waterbury,2735 EAST MAIN ST,76650.0,27250.0,2.812844037,2014,8,10.212845496665768,-2.329653068671186,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14138,2014,2015-02-26,Farmington,12 HEMLOCK NOTCH,220420.0,324000.0,0.680308642,2015,2,12.688501881189456,0.36944893882145247,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51118,2005,2006-06-30,Meriden,617 E MAIN ST,69720.0,162500.0,0.429046154,2006,6,11.998439434579147,-0.38289655895630853,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90168,2009,2009-11-20,New Haven,157 EXCHANGE ST,124460.0,159000.0,0.782767296,2009,11,11.976665770490767,-0.406635451323928,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170281,2017,2018-09-18,Suffield,1345 RIVER BLVD,269220.0,390000.0,0.690307692,2018,9,12.873904582205105,0.5715855542395795,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19153,2019,2020-05-11,Colchester,455 PARUM RD,177600.0,276950.0,0.6413,2020,5,12.531595874214796,0.19838104706536744,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130479,2013,2014-07-29,Westport,7 STONY POINT RD,3291900.0,2800000.0,1.175678571,2014,7,14.845130332288225,2.720728469440306,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130670,2013,2014-06-20,Greenwich,54 GLENVILLE ROAD,1205260.0,2260000.0,0.533300885,2014,6,14.630875813726247,2.487135954428872,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20187,2002,2003-04-02,Colchester,DEEP RIVER RD,3860.0,110000.0,0.035090909,2003,4,11.608244735642321,-0.8083091088550706,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1500425,2015,2016-08-23,East Haven,75 REDWOOD DR #1005,101720.0,140000.0,0.726571429,2016,8,11.849404844423074,-0.5453825824573022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50809,2005,2006-05-01,New Britain,20 SCHULTZ ST,77350.0,168100.0,0.460142772,2006,5,12.032320268218989,-0.3459577387450316,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140004,2014,2014-10-15,Brooklyn,164 GORMAN RD,56800.0,81000.0,0.701234568,2014,10,11.30221677925738,-1.1419582681613147,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20996,2002,2003-07-28,Hamden,129 WAKEFIELD ST,115430.0,274000.0,0.421277372,2003,7,12.520887034998584,0.18670565883011545,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
70467,2007,2008-05-30,Southington,191 OLD TURNPIKE RD,111650.0,290000.0,0.385,2008,5,12.577639650232573,0.24858060184163921,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140120,2014,2015-06-01,Winchester,81 HINSDALE AVE,115200.0,195000.0,0.590769231,2015,6,12.180759965737863,-0.1841203011792044,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1800228,2018,2019-02-13,New Milford,1 BUCKBOARD LN,216720.0,317500.0,0.6825,2019,2,12.668236246916223,0.3473541867015942,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70001,2007,2007-10-01,Groton,9 CHASE OAKS CT #4,86380.0,135000.0,0.639851852,2007,10,11.813037464800539,-0.5850323771380432,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150167,2015,2016-06-16,Wolcott,20 WOLF HILL RD #2-C,112640.0,170000.0,0.662588235,2016,6,12.043559598368038,-0.3337039789915318,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10314,2001,2002-07-01,Monroe,162 PEPPER ST,89950.0,143323.0,0.627603385,2002,7,11.872863080602409,-0.5198070733681995,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160331,2016,2017-03-15,Middletown,1640 BARTHOLOMEW RD,188490.0,230000.0,0.819521739,2017,3,12.345838935721968,-0.0041417782855111525,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
100099,2010,2011-03-24,East Lyme,5 CHERRY BLOSSOM LN,247450.0,258000.0,0.959108527,2011,3,12.460718739865234,0.12110674647819815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80082,2008,2009-02-03,Ridgefield,79 COOPER RD,359640.0,370000.0,0.972,2009,2,12.821260987319457,0.5141904999316611,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130108,2013,2013-11-27,Hamden,187 COLONY ST,142870.0,205000.0,0.696926829,2013,11,12.230770136157428,-0.12959635665349134,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
210965,2021,2022-06-27,West Hartford,1 KING PHILIP DRIVE #304,164990.0,285000.0,0.5789,2022,6,12.560247968016562,0.22961919642351916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21425,2021,2022-06-06,Newtown,4 GREAT RING ROAD,256430.0,675000.0,0.3798,2022,6,13.42246945133505,1.1696623102726844,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
130475,2013,2014-07-01,Manchester,119 VALLEY VIEW ROAD,194400.0,284900.0,0.682344682,2014,7,12.559897030483349,0.2292365842781823,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140245,2014,2015-08-24,Windham,225 LEWISTON AVE,109490.0,150750.0,0.726301824,2015,8,11.923384748066601,-0.4647254655461542,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10047,2010,2010-12-16,Darien,12 CROSS ROAD,1549380.0,1700000.0,0.9114,2010,12,14.346139397261565,2.1767000481817504,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
160253,2016,2016-11-17,Bridgeport,663 BISHOP AVE,83470.0,134000.0,0.622910448,2016,11,11.80560254159177,-0.5931383551258589,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2000380,2020,2020-11-17,Stamford,46 POND VIEW LANE,942870.0,1425000.0,0.6616,2020,11,14.169683073439026,1.984317284224054,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100243,2010,2011-04-26,Norwich,9 COMMODORE ST,167000.0,200000.0,0.835,2011,4,12.206077645517674,-0.1565175204597429,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200153,2020,2021-07-07,Hebron,22 TANNERY HILL LANE,210130.0,406000.0,0.5175,2021,7,12.914110901635024,0.6154207803903453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
170374,2017,2018-05-07,Enfield,65 BELMONT AVE,101930.0,150000.0,0.6795,2018,5,11.918397239722838,-0.47016313204429705,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70422,2007,2008-08-18,Windsor,277 KINGS LANDING,123480.0,230000.0,0.536869565,2008,8,12.345838935721968,-0.0041417782855111525,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21165,2021,2022-06-08,East Haddam,131 LONGWOOD DR,122710.0,264321.0,0.4642,2022,6,12.48492333587208,0.1474959796856158,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100095,2010,2011-08-22,Woodbury,239 MAIN ST SOUTH,349910.0,307000.0,1.139771987,2011,8,12.634606283893019,0.3106888799670747,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40772,2004,2005-07-01,Torrington,19 ROCK CRK LN,144600.0,255000.0,0.567058824,2005,7,12.449022745701502,0.10835510552984189,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
170415,2017,2018-07-31,Vernon,242-101 TALCOTTVILLE RD,90900.0,124000.0,0.733,2018,7,11.728044909070784,-0.677696116430057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130058,2013,2014-06-17,Thomaston,385 WALNUT HILL RD,89810.0,124284.0,0.722619163,2014,6,11.7303325944325,-0.6752019511691099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200039,2020,2020-10-13,Manchester,25 PROCTOR ROAD,91200.0,214900.0,0.4243,2020,10,12.277932735946903,-0.0781769962906695,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160908,2016,2017-09-12,Killingly,70 MASON HILL RD,92330.0,165000.0,0.559575758,2017,9,12.013706813470412,-0.3662511903695482,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40104,2004,2004-11-08,Middletown,40 MEECH RD,81350.0,190000.0,0.428157895,2004,11,12.154784614286667,-0.21244011312303318,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90566,2009,2010-09-20,Wallingford,1 FARM HILL RD,234640.0,325000.0,0.721969231,2010,9,12.691583538230217,0.37280873736099124,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40129,2004,2005-04-04,East Haddam,579 TOWN ST,33900.0,230000.0,0.147391304,2005,4,12.345838935721968,-0.0041417782855111525,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1700151,2017,2018-01-03,East Haven,15 LENOX ST,165320.0,175000.0,0.944685714,2018,1,12.072546967175038,-0.3021002936707371,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
160664,2016,2017-02-07,Bridgeport,101 ORCHARD ST,120310.0,175000.0,0.687485714,2017,2,12.072546967175038,-0.3021002936707371,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
171328,2017,2018-05-15,Bridgeport,66 BERKELEY PLACE,86370.0,180000.0,0.4798,2018,5,12.100717685412471,-0.27138696745046886,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50338,2005,2006-06-28,Plainville,42 S WASHINGTON ST,82710.0,220000.0,0.375954545,2006,6,12.301387370778713,-0.05260541359635967,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110019,2011,2012-02-02,North Canaan,15 OLD TURNPIKE S,148670.0,140625.0,1.057208889,2012,2,11.853859163026648,-0.5405262298713462,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12071,2012,2012-12-26,Madison,26 WILDCAT ROAD,330100.0,395000.0,0.835696203,2012,12,12.886643575525623,0.585474332447974,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10001,2001,2001-10-01,Cheshire,1815 CHESHIRE ST,165500.0,299900.0,0.551850617,2001,10,12.611207699176356,0.28517840631005215,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
100303,2010,2011-09-01,Naugatuck,701 BEACON VALLEY RD #27,74530.0,80000.0,0.931625,2011,9,11.289794413577894,-1.155501840828714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90531,2009,2010-05-28,New Britain,182 ALEXANDER RD,104930.0,115000.0,0.912434783,2010,5,11.652696102959753,-0.7598456890071836,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11054,2001,2002-04-23,Danbury,37 ALAN RD,89900.0,219000.0,0.410502283,2002,4,12.296831574998258,-0.0575724023972379,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50033,2005,2005-10-21,Watertown,304 LOVELY DR,85300.0,475000.0,0.179578947,2005,10,13.07107218827772,0.7865489411982673,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21483,2021,2022-09-16,Waterford,310 BOSTON POST ROAD UNIT 112,110860.0,240000.0,0.4619,2022,9,12.388398368982115,0.042258946980047875,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
130449,2013,2014-06-02,Hamden,403 CIRCULAR AVE,123620.0,72000.0,1.716944444,2014,6,11.184435286790631,-1.2703703792886212,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11206,2011,2012-04-02,Glastonbury,49 PURTILL ST,419200.0,555000.0,0.755315315,2012,4,13.22672519452875,0.9562507399902078,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40083,2004,2004-12-03,Plainville,37 WOODLAND ST,67050.0,137000.0,0.489416058,2004,12,11.827743504053695,-0.568999013090191,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110139,2011,2012-01-06,Wallingford,28 WELCOME ST,132400.0,139900.0,0.946390279,2012,1,11.848690308590855,-0.5461616102380643,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
